series,pcgs_id,name,designation
Roosevelt Dime (1946 to Date),5082,1946,MS
Roosevelt Dime (1946 to Date),85082,1946,FB
Roosevelt Dime (1946 to Date),5083,1946-D,MS
Roosevelt Dime (1946 to Date),85083,1946-D,FB
Roosevelt Dime (1946 to Date),5084,1946-S,MS
Roosevelt Dime (1946 to Date),85084,1946-S,FB
Roosevelt Dime (1946 to Date),5085,1947,MS
Roosevelt Dime (1946 to Date),85085,1947,FB
Roosevelt Dime (1946 to Date),5086,1947-D,MS
Roosevelt Dime (1946 to Date),85086,1947-D,FB
Roosevelt Dime (1946 to Date),511022,1947-D DDO FS-102,MS
Roosevelt Dime (1946 to Date),5087,1947-S,MS
Roosevelt Dime (1946 to Date),95087,1947-S,PL
Roosevelt Dime (1946 to Date),85087,1947-S,FB
Roosevelt Dime (1946 to Date),5088,1948,MS
Roosevelt Dime (1946 to Date),85088,1948,FB
Roosevelt Dime (1946 to Date),5089,1948-D,MS
Roosevelt Dime (1946 to Date),85089,1948-D,FB
Roosevelt Dime (1946 to Date),5090,1948-S,MS
Roosevelt Dime (1946 to Date),85090,1948-S,FB
Roosevelt Dime (1946 to Date),985090,1948-S,FB PL
Roosevelt Dime (1946 to Date),5091,1949,MS
Roosevelt Dime (1946 to Date),85091,1949,FB
Roosevelt Dime (1946 to Date),5092,1949-D,MS
Roosevelt Dime (1946 to Date),85092,1949-D,FB
Roosevelt Dime (1946 to Date),5093,1949-S,MS
Roosevelt Dime (1946 to Date),85093,1949-S,FB
Roosevelt Dime (1946 to Date),5094,1950,MS
Roosevelt Dime (1946 to Date),85094,1950,FB
Roosevelt Dime (1946 to Date),5095,1950-D,MS
Roosevelt Dime (1946 to Date),85095,1950-D,FB
Roosevelt Dime (1946 to Date),5096,1950-S,MS
Roosevelt Dime (1946 to Date),85096,1950-S,FB
Roosevelt Dime (1946 to Date),5097,1951,MS
Roosevelt Dime (1946 to Date),85097,1951,FB
Roosevelt Dime (1946 to Date),5098,1951-D,MS
Roosevelt Dime (1946 to Date),85098,1951-D,FB
Roosevelt Dime (1946 to Date),5099,1951-S,MS
Roosevelt Dime (1946 to Date),95099,1951-S,PL
Roosevelt Dime (1946 to Date),85099,1951-S,FB
Roosevelt Dime (1946 to Date),5100,1952,MS
Roosevelt Dime (1946 to Date),85100,1952,FB
Roosevelt Dime (1946 to Date),5101,1952-D,MS
Roosevelt Dime (1946 to Date),85101,1952-D,FB
Roosevelt Dime (1946 to Date),5102,1952-S,MS
Roosevelt Dime (1946 to Date),85102,1952-S,FB
Roosevelt Dime (1946 to Date),5103,1953,MS
Roosevelt Dime (1946 to Date),85103,1953,FB
Roosevelt Dime (1946 to Date),5104,1953-D,MS
Roosevelt Dime (1946 to Date),85104,1953-D,FB
Roosevelt Dime (1946 to Date),5105,1953-S,MS
Roosevelt Dime (1946 to Date),85105,1953-S,FB
Roosevelt Dime (1946 to Date),5106,1954,MS
Roosevelt Dime (1946 to Date),85106,1954,FB
Roosevelt Dime (1946 to Date),5107,1954-D,MS
Roosevelt Dime (1946 to Date),85107,1954-D,FB
Roosevelt Dime (1946 to Date),5108,1954-S,MS
Roosevelt Dime (1946 to Date),85108,1954-S,FB
Roosevelt Dime (1946 to Date),5109,1955,MS
Roosevelt Dime (1946 to Date),85109,1955,FB
Roosevelt Dime (1946 to Date),5110,1955-D,MS
Roosevelt Dime (1946 to Date),85110,1955-D,FB
Roosevelt Dime (1946 to Date),5111,1955-S,MS
Roosevelt Dime (1946 to Date),85111,1955-S,FB
Roosevelt Dime (1946 to Date),5112,1956,MS
Roosevelt Dime (1946 to Date),85112,1956,FB
Roosevelt Dime (1946 to Date),5113,1956-D,MS
Roosevelt Dime (1946 to Date),85113,1956-D,FB
Roosevelt Dime (1946 to Date),5114,1957,MS
Roosevelt Dime (1946 to Date),85114,1957,FB
Roosevelt Dime (1946 to Date),5115,1957-D,MS
Roosevelt Dime (1946 to Date),85115,1957-D,FB
Roosevelt Dime (1946 to Date),5116,1958,MS
Roosevelt Dime (1946 to Date),85116,1958,FB
Roosevelt Dime (1946 to Date),5117,1958-D,MS
Roosevelt Dime (1946 to Date),85117,1958-D,FB
Roosevelt Dime (1946 to Date),5118,1959,MS
Roosevelt Dime (1946 to Date),85118,1959,FB
Roosevelt Dime (1946 to Date),5119,1959-D,MS
Roosevelt Dime (1946 to Date),85119,1959-D,FB
Roosevelt Dime (1946 to Date),5120,1960,MS
Roosevelt Dime (1946 to Date),85120,1960,FB
Roosevelt Dime (1946 to Date),5121,1960-D,MS
Roosevelt Dime (1946 to Date),85121,1960-D,FB
Roosevelt Dime (1946 to Date),5122,1961,MS
Roosevelt Dime (1946 to Date),85122,1961,FB
Roosevelt Dime (1946 to Date),5123,1961-D,MS
Roosevelt Dime (1946 to Date),85123,1961-D,FB
Roosevelt Dime (1946 to Date),5124,1962,MS
Roosevelt Dime (1946 to Date),85124,1962,FB
Roosevelt Dime (1946 to Date),5125,1962-D,MS
Roosevelt Dime (1946 to Date),85125,1962-D,FB
Roosevelt Dime (1946 to Date),5126,1963,MS
Roosevelt Dime (1946 to Date),85126,1963,FB
Roosevelt Dime (1946 to Date),5127,1963-D,MS
Roosevelt Dime (1946 to Date),85127,1963-D,FB
Roosevelt Dime (1946 to Date),5128,1964,MS
Roosevelt Dime (1946 to Date),85128,1964,FB
Roosevelt Dime (1946 to Date),5129,1964-D,MS
Roosevelt Dime (1946 to Date),85129,1964-D,FB
Roosevelt Dime (1946 to Date),5130,1965,MS
Roosevelt Dime (1946 to Date),85130,1965,FB
Roosevelt Dime (1946 to Date),5131,1966,MS
Roosevelt Dime (1946 to Date),85131,1966,FB
Roosevelt Dime (1946 to Date),5132,1967,MS
Roosevelt Dime (1946 to Date),85132,1967,FB
Roosevelt Dime (1946 to Date),5133,1968,MS
Roosevelt Dime (1946 to Date),95133,1968,PL
Roosevelt Dime (1946 to Date),85133,1968,FB
Roosevelt Dime (1946 to Date),5134,1968-D,MS
Roosevelt Dime (1946 to Date),85134,1968-D,FB
Roosevelt Dime (1946 to Date),5135,1969,MS
Roosevelt Dime (1946 to Date),85135,1969,FB
Roosevelt Dime (1946 to Date),5136,1969-D,MS
Roosevelt Dime (1946 to Date),85136,1969-D,FB
Roosevelt Dime (1946 to Date),5137,1970,MS
Roosevelt Dime (1946 to Date),85137,1970,FB
Roosevelt Dime (1946 to Date),5138,1970-D,MS
Roosevelt Dime (1946 to Date),85138,1970-D,FB
Roosevelt Dime (1946 to Date),5139,1971,MS
Roosevelt Dime (1946 to Date),85139,1971,FB
Roosevelt Dime (1946 to Date),5140,1971-D,MS
Roosevelt Dime (1946 to Date),85140,1971-D,FB
Roosevelt Dime (1946 to Date),5141,1972,MS
Roosevelt Dime (1946 to Date),85141,1972,FB
Roosevelt Dime (1946 to Date),5142,1972-D,MS
Roosevelt Dime (1946 to Date),85142,1972-D,FB
Roosevelt Dime (1946 to Date),5143,1973,MS
Roosevelt Dime (1946 to Date),85143,1973,FB
Roosevelt Dime (1946 to Date),5144,1973-D,MS
Roosevelt Dime (1946 to Date),85144,1973-D,FB
Roosevelt Dime (1946 to Date),5145,1974,MS
Roosevelt Dime (1946 to Date),5146,1974-D,MS
Roosevelt Dime (1946 to Date),85146,1974-D,FB
Roosevelt Dime (1946 to Date),5147,1975,MS
Roosevelt Dime (1946 to Date),85147,1975,FB
Roosevelt Dime (1946 to Date),5148,1975-D,MS
Roosevelt Dime (1946 to Date),85148,1975-D,FB
Roosevelt Dime (1946 to Date),5149,1976,MS
Roosevelt Dime (1946 to Date),85149,1976,FB
Roosevelt Dime (1946 to Date),5150,1976-D,MS
Roosevelt Dime (1946 to Date),85150,1976-D,FB
Roosevelt Dime (1946 to Date),5151,1977,MS
Roosevelt Dime (1946 to Date),85151,1977,FB
Roosevelt Dime (1946 to Date),5152,1977-D,MS
Roosevelt Dime (1946 to Date),85152,1977-D,FB
Roosevelt Dime (1946 to Date),5153,1978,MS
Roosevelt Dime (1946 to Date),85153,1978,FB
Roosevelt Dime (1946 to Date),5154,1978-D,MS
Roosevelt Dime (1946 to Date),85154,1978-D,FB
Roosevelt Dime (1946 to Date),5155,1979,MS
Roosevelt Dime (1946 to Date),85155,1979,FB
Roosevelt Dime (1946 to Date),5156,1979-D,MS
Roosevelt Dime (1946 to Date),85156,1979-D,FB
Roosevelt Dime (1946 to Date),5157,1980-P,MS
Roosevelt Dime (1946 to Date),85157,1980-P,FB
Roosevelt Dime (1946 to Date),5158,1980-D,MS
Roosevelt Dime (1946 to Date),85158,1980-D,FB
Roosevelt Dime (1946 to Date),5159,1981-P,MS
Roosevelt Dime (1946 to Date),85159,1981-P,FB
Roosevelt Dime (1946 to Date),5160,1981-D,MS
Roosevelt Dime (1946 to Date),85160,1981-D,FB
Roosevelt Dime (1946 to Date),5161,1982-P,MS
Roosevelt Dime (1946 to Date),85161,1982-P,FB
Roosevelt Dime (1946 to Date),5162,1982 No Mintmark - Strong,MS
Roosevelt Dime (1946 to Date),85162,1982 No Mintmark - Strong,FB
Roosevelt Dime (1946 to Date),5163,1982-D,MS
Roosevelt Dime (1946 to Date),85163,1982-D,FB
Roosevelt Dime (1946 to Date),5164,1983-P,MS
Roosevelt Dime (1946 to Date),85164,1983-P,FB
Roosevelt Dime (1946 to Date),5165,1983-D,MS
Roosevelt Dime (1946 to Date),85165,1983-D,FB
Roosevelt Dime (1946 to Date),5166,1984-P,MS
Roosevelt Dime (1946 to Date),85166,1984-P,FB
Roosevelt Dime (1946 to Date),5167,1984-D,MS
Roosevelt Dime (1946 to Date),85167,1984-D,FB
Roosevelt Dime (1946 to Date),5168,1985-P,MS
Roosevelt Dime (1946 to Date),85168,1985-P,FB
Roosevelt Dime (1946 to Date),5169,1985-D,MS
Roosevelt Dime (1946 to Date),85169,1985-D,FB
Roosevelt Dime (1946 to Date),5170,1986-P,MS
Roosevelt Dime (1946 to Date),85170,1986-P,FB
Roosevelt Dime (1946 to Date),5171,1986-D,MS
Roosevelt Dime (1946 to Date),85171,1986-D,FB
Roosevelt Dime (1946 to Date),5172,1987-P,MS
Roosevelt Dime (1946 to Date),85172,1987-P,FB
Roosevelt Dime (1946 to Date),5173,1987-D,MS
Roosevelt Dime (1946 to Date),85173,1987-D,FB
Roosevelt Dime (1946 to Date),5174,1988-P,MS
Roosevelt Dime (1946 to Date),85174,1988-P,FB
Roosevelt Dime (1946 to Date),5175,1988-D,MS
Roosevelt Dime (1946 to Date),85175,1988-D,FB
Roosevelt Dime (1946 to Date),5176,1989-P,MS
Roosevelt Dime (1946 to Date),85176,1989-P,FB
Roosevelt Dime (1946 to Date),5177,1989-D,MS
Roosevelt Dime (1946 to Date),85177,1989-D,FB
Roosevelt Dime (1946 to Date),5178,1990-P,MS
Roosevelt Dime (1946 to Date),85178,1990-P,FB
Roosevelt Dime (1946 to Date),5179,1990-D,MS
Roosevelt Dime (1946 to Date),85179,1990-D,FB
Roosevelt Dime (1946 to Date),5180,1991-P,MS
Roosevelt Dime (1946 to Date),85180,1991-P,FB
Roosevelt Dime (1946 to Date),5181,1991-D,MS
Roosevelt Dime (1946 to Date),85181,1991-D,FB
Roosevelt Dime (1946 to Date),5182,1992-P,MS
Roosevelt Dime (1946 to Date),85182,1992-P,FB
Roosevelt Dime (1946 to Date),5183,1992-D,MS
Roosevelt Dime (1946 to Date),85183,1992-D,FB
Roosevelt Dime (1946 to Date),5184,1993-P,MS
Roosevelt Dime (1946 to Date),85184,1993-P,FB
Roosevelt Dime (1946 to Date),5185,1993-D,MS
Roosevelt Dime (1946 to Date),85185,1993-D,FB
Roosevelt Dime (1946 to Date),5186,1994-P,MS
Roosevelt Dime (1946 to Date),85186,1994-P,FB
Roosevelt Dime (1946 to Date),5187,1994-D,MS
Roosevelt Dime (1946 to Date),85187,1994-D,FB
Roosevelt Dime (1946 to Date),5188,1995-P,MS
Roosevelt Dime (1946 to Date),85188,1995-P,FB
Roosevelt Dime (1946 to Date),5192,1995-D,MS
Roosevelt Dime (1946 to Date),85192,1995-D,FB
Roosevelt Dime (1946 to Date),5191,1996-P,MS
Roosevelt Dime (1946 to Date),85191,1996-P,FB
Roosevelt Dime (1946 to Date),5190,1996-D,MS
Roosevelt Dime (1946 to Date),85190,1996-D,FB
Roosevelt Dime (1946 to Date),5189,1996-W,MS
Roosevelt Dime (1946 to Date),85189,1996-W,FB
Roosevelt Dime (1946 to Date),5193,1997-P,MS
Roosevelt Dime (1946 to Date),85193,1997-P,FB
Roosevelt Dime (1946 to Date),5194,1997-D,MS
Roosevelt Dime (1946 to Date),85194,1997-D,FB
Roosevelt Dime (1946 to Date),5195,1998-P,MS
Roosevelt Dime (1946 to Date),85195,1998-P,FB
Roosevelt Dime (1946 to Date),5196,1998-D,MS
Roosevelt Dime (1946 to Date),85196,1998-D,FB
Roosevelt Dime (1946 to Date),5197,1999-P,MS
Roosevelt Dime (1946 to Date),85197,1999-P,FB
Roosevelt Dime (1946 to Date),5198,1999-D,MS
Roosevelt Dime (1946 to Date),85198,1999-D,FB
Roosevelt Dime (1946 to Date),5199,2000-P,MS
Roosevelt Dime (1946 to Date),85199,2000-P,FB
Roosevelt Dime (1946 to Date),5200,2000-D,MS
Roosevelt Dime (1946 to Date),85200,2000-D,FB
Roosevelt Dime (1946 to Date),5201,2001-P,MS
Roosevelt Dime (1946 to Date),85201,2001-P,FB
Roosevelt Dime (1946 to Date),5202,2001-D,MS
Roosevelt Dime (1946 to Date),85202,2001-D,FB
Roosevelt Dime (1946 to Date),5203,2002-P,MS
Roosevelt Dime (1946 to Date),85203,2002-P,FB
Roosevelt Dime (1946 to Date),5204,2002-D,MS
Roosevelt Dime (1946 to Date),85204,2002-D,FB
Roosevelt Dime (1946 to Date),5205,2003-P,MS
Roosevelt Dime (1946 to Date),85205,2003-P,FB
Roosevelt Dime (1946 to Date),5206,2003-D,MS
Roosevelt Dime (1946 to Date),85206,2003-D,FB
Roosevelt Dime (1946 to Date),5209,2004-P,MS
Roosevelt Dime (1946 to Date),85209,2004-P,FB
Roosevelt Dime (1946 to Date),5210,2004-D,MS
Roosevelt Dime (1946 to Date),85210,2004-D,FB
Roosevelt Dime (1946 to Date),5211,2005-P,MS
Roosevelt Dime (1946 to Date),85211,2005-P,FB
Roosevelt Dime (1946 to Date),5212,2005-D,MS
Roosevelt Dime (1946 to Date),85212,2005-D,FB
Roosevelt Dime (1946 to Date),5213,2006-P,MS
Roosevelt Dime (1946 to Date),85213,2006-P,FB
Roosevelt Dime (1946 to Date),5214,2006-D,MS
Roosevelt Dime (1946 to Date),85214,2006-D,FB
Roosevelt Dime (1946 to Date),149520,2007-P,MS
Roosevelt Dime (1946 to Date),149521,2007-P,FB
Roosevelt Dime (1946 to Date),149354,2007-D,MS
Roosevelt Dime (1946 to Date),149355,2007-D,FB
Roosevelt Dime (1946 to Date),394925,2008-P,MS
Roosevelt Dime (1946 to Date),394926,2008-P,FB
Roosevelt Dime (1946 to Date),394929,2008-D,MS
Roosevelt Dime (1946 to Date),394930,2008-D,FB
Roosevelt Dime (1946 to Date),407263,2009-P,MS
Roosevelt Dime (1946 to Date),407264,2009-P,FB
Roosevelt Dime (1946 to Date),407267,2009-D,MS
Roosevelt Dime (1946 to Date),407268,2009-D,FB
Roosevelt Dime (1946 to Date),418796,2010-P,MS
Roosevelt Dime (1946 to Date),418797,2010-P,FB
Roosevelt Dime (1946 to Date),418798,2010-D,MS
Roosevelt Dime (1946 to Date),418799,2010-D,FB
Roosevelt Dime (1946 to Date),505071,2011-P,FB
Roosevelt Dime (1946 to Date),505072,2011-D,MS
Roosevelt Dime (1946 to Date),505073,2011-D,FB
Roosevelt Dime (1946 to Date),511553,2012-P,FB
Roosevelt Dime (1946 to Date),511554,2012-D,FB
Roosevelt Dime (1946 to Date),511555,2012-D,MS
Roosevelt Dime (1946 to Date),517555,2013-P,MS
Roosevelt Dime (1946 to Date),517556,2013-P,FB
Roosevelt Dime (1946 to Date),517558,2013-D,FB
Roosevelt Dime (1946 to Date),524446,2014-P,MS
Roosevelt Dime (1946 to Date),524447,2014-P,FB
Roosevelt Dime (1946 to Date),524448,2014-D,MS
Roosevelt Dime (1946 to Date),524449,2014-D,FB
Roosevelt Dime (1946 to Date),542993,2015-P,MS
Roosevelt Dime (1946 to Date),542994,2015-P,FB
Roosevelt Dime (1946 to Date),542987,2015-D,MS
Roosevelt Dime (1946 to Date),542988,2015-D,FB
Roosevelt Dime (1946 to Date),606622,2016-P,MS
Roosevelt Dime (1946 to Date),606623,2016-P,FB
Roosevelt Dime (1946 to Date),606624,2016-D,MS
Roosevelt Dime (1946 to Date),606625,2016-D,FB
Roosevelt Dime (1946 to Date),826371,2016-D,FB PL
Roosevelt Dime (1946 to Date),627478,2017-P,FB
Roosevelt Dime (1946 to Date),627235,2017-D,FB
Roosevelt Dime (1946 to Date),675699,2018-P,MS
Roosevelt Dime (1946 to Date),675700,2018-P,FB
Roosevelt Dime (1946 to Date),675701,2018-D,MS
Roosevelt Dime (1946 to Date),675702,2018-D,FB
Roosevelt Dime (1946 to Date),755430,2019-P,FB
Roosevelt Dime (1946 to Date),771206,2019-P First Day of Issue,FB
Roosevelt Dime (1946 to Date),715604,2019-D,MS
Roosevelt Dime (1946 to Date),722798,2019-D,PL
Roosevelt Dime (1946 to Date),715605,2019-D,FB
Roosevelt Dime (1946 to Date),771181,2019-D First Strike,FB
Roosevelt Dime (1946 to Date),771182,2019-D First day of Issue,FB
Roosevelt Dime (1946 to Date),810718,2020-P,FB
Roosevelt Dime (1946 to Date),810720,2020-D,FB
Roosevelt Dime (1946 to Date),852844,2021-P,FB
Roosevelt Dime (1946 to Date),907268,2022-P,FB
Roosevelt Dime (1946 to Date),922259,2023-P,FB
Roosevelt Dime (1946 to Date),920724,2023-D,FB
Roosevelt Dime (1946 to Date),899636,2022-D,MS
Roosevelt Dime (1946 to Date),899637,2022-D,FB
Roosevelt Dime (1946 to Date),852847,2021-D,FB
